"pmid","article_title","journal_issue_id"
"26532","Levodopa pharmacokinetics. Alterations after benserazide, a decarboxylase inhibitor.",11636
"26533","Biotransformation products of 3,4,4'-trichlorocarbanilide in rat, monkey, and man.",11636
"26534","The absorption, excretion, and biotransformation of 3,4,4'-trichlorocarbanilide in humans.",11636
"26535","Metabolism of cyclobenzaprine in the dog.",11636
"26536","Pharmacokinetic model of presystemic metabolism.",11636
"26537","In vivo evaluation of Michaelis-Menten constants of hepatic drug-eliminating systems.",11636
"26538","Studies on metabolism of bromazepam. VI. Reduction of 2-(2-amino-5-bromobenzoyl)pyridine, a metabolite of bromazepam, in the rabbit, rat, and guinea pig.",11637
"26539","Metabolism of levorotary 4,5-dihydrodiazepam in the rat.",11637
"26540","Organic compounds. Their interaction with and degradation of hepatic microsomal drug-metabolizing enzymes in vitro.",11637
"26541","Microsomal N-hydroxylation of trans-4'-alkoxy-4-acetamidostilbenes.",11637
"26542","Microsomal mixed-function amine oxidase. Oxidation products of piperazine-substituted phenothiazine drugs.",11637
"26543","Postnatal development of phenytoin metabolic activity in rat liver microsomes.",11637
"26544","Influence of pregnancy and folic acid on phenytoin metabolism by rat liver microsomes.",11637
"26545","Phenytoin metabolism in the rat. Pharmacokinetic correlation between in vitro hepatic microsomal enzyme activity and in vivo elimination kinetics.",11637
"26546","2,3,7,8-Tetrachlorodibenzofuran in a commercially available 99% pure polychlorinated biphenyl isomer identified as the inducer of hepatic cytochrome P-448 and aryl hydrocarbon hydroxylase in the rat.",11637
"26547","Biliary excretion of N,N-dimethyl-4-aminoazobenzene (DAB) in the rat. Effects of pretreatment with inducers and inhibitors of the mixed-function oxidase system and with agents that deplete liver glutathione.",11637
"26548","Biotransformation and bioactivation of 7,12-dimethylbenz[a]anthracene in human fetal and placental tissues. Analyses of HPLC profiles and studies with Salmonella typhimurium.",11637
"26549","Alterations in the pharmacokinetics of 3H-delta9-tetrahydrocannabinol in mice by bacterial endotoxin.",11637
"26550","Quantitation of N-demethylantipyrine in biological samples and isolation and characterization of its glucuronic acid conjugate.",11637
"26551","Urinary metabolites of 3,5-di-(1-[13C]methyl-1-methylethyl)4-hydroxytoluene (BHT-13C) in man.",11637
"26552","The metabolism of (2-cyclopentyl-6,7-dichloro-2-methyl-1-oxo-5-indanyloxy)acetic acid in chimpanzee and man.",11637
"26553","The physiological disposition of (2-cyclopentyl-6,7-dichloro-2-methyl-1-oxo-5-indanyloxy)acetic acid in the rat, dog, rhesus monkey, and baboon.",11637
"26554","Elimination of radioactivity following administration of [15,16-3H]naltrexone to rats and guinea pigs.",11637
"26555","Lipid-soluble inhibitors of dihydrofolate reductase. I. Kinetics, tissue distribution, and extent of metabolism of pyrimethamine, metoprine, and etoprine in the rat, dog, and man.",11637
"26558","Therapeutic differences between benzodiazepines.",11638
"26556","Pharmacokinetics and steady-state myocardial uptake of disopyramide in the dog.",11637
"26559","[Assessment of vigilance].",11639
"26557","Placental and milk transfer of disopyramide and metabolites.",11637
"26560","[Influence of pipotiazine on schizophrenia].",11639
"26561","Chorismate mutase/prephenate dehydratase from Escherichia coli K12. Effect of phenylalanine, NaCl and pH on the protein conformation.",11640
"26562","Chorismate mutase/prephenate dehydratase from Escherichia coli K12. Binding studies with the allosteric effector phenylalanine.",11640
"26563","Investigation of the interaction of triethyltin with rat liver mitochondria using binding studies and Mössbauer spectroscopy.",11640
"26564","Kinetics of the interaction of alpha-chymotrypsin with trypsin kallikrein inhibitor (Kunitz) in which the reactive-site peptide bond Lys-15--Ala-16 is split.",11641
"26565","Multi-enzyme complex of glutamine-dependent carbamoyl-phosphate synthetase with aspartate carbamoyltransferase and dihydroorotase from rat ascites-hepatoma cells. Purification, molecular properties and limited proteolysis.",11641
"26566","Complex formation between the adenovirus type 5 DNA-binding protein and single-stranded DNA.",11641
"26567","Cycloheximide causes increased accumulation of translatable mRNA for tyrosine aminotransferase and tryptophan oxygenase in livers of cortisol-treated rats.",11641
"26568","Regulation of turnover GTPase activity of elongation factor G: the 30-S-coupled and 30-S-uncoupled reactions. Coordinated effects of cations, pH and polyamines.",11641
"26569","Compound I formation with turnip peroxidases and peroxybenzoic acids.",11641
"26570","Formation of complexes between microsomal cytochrome P-450-Fe(II) and nitrosoarenes obtained by oxidation of arylhydroxylamines or reduction of nitroarenes in situ.",11641
"26571","Transmembrane potential changes as an indicator of cellular metabolic deterioration in skeletal muscle during shock.",11642
"26572","Neurotransmittor changes in the rat brain after portacaval anastomosis.",11642
"26573","Effect of capsule colour and order of administration of hypnotic treatments.",11643
"26574","Report on the Sixth European Symposium on Clinical Pharmacological Evaluation in Drug Control, Deidesheim, November 22-25, 1977.",11643
"26575","Subpopulations of mouse T lymphocytes. II. Suppression of graft-vs.-host reactions by naturally proliferating splenic T cells.",11644
"26576","Investigation of cardiac beta-adrenoceptors using 125I-labelled 1-(4-iodophenoxy)-3-isopropylaminopropan-2-ol.",11645
"26577","Benzodiazepines: potentiation of a GABA inhibitory response in the dorsal raphe nucleus.",11646
"26578","2,5-Dimethoxy-4-methylamphetamine (DOM)- a central component of its cardiovascular effects in rats; involvement of serotonin.",11646
"26579","Biphasic effect of chlorpromazine on rat paradoxical sleep: a study of dose-related mechanisms.",11647
"26580","Studies on the mechanism of the vasodilator effects of prazosin in dogs and rabbits.",11647
"26581","Positive chronotropic and inotropic responses to guanosine in the isolated dog atrium.",11647
"26582","Nociceptive stimulation prevents development of tolerance to narcotic analgesia.",11647
"26583","Cyclic GMP metabolism in relation to the regulation of cell growth in BALB/c3T3 cells.",11648
"26584","Graft versus leukemia. VIII. Selective reduction in antihost reactivity without loss of antileukemic reactivity by treatment of donor mice with lipopolysaccharide.",11649
"26585","Effects of noradrenaline and dopamine injected into the supraoptic nucleus on urine flow rate in hydrated rats.",11650
"26586","Plasmodium gallinaceum: induction of male gametocyte exflagellation by phosphodiesterase inhibitors.",11651
"26587","Acid release at meiotic maturation of oocytes in the polychaete annelid Sabellaria alveolata.",11652
"26588","[Effect of tropaphene and fentolamin on the spasmogenic effects of adrenaline, noradrenaline, serotonin and other biologically active substances].",11653
"26589","[Comparative assessment of the effect of sympatholytics and beta-adrenoblockaders on carbohydrate-phosphorus metabolic indices in the myocardium of growing rats].",11653
"26590","[Effect of a new central adrenolytic on cardiac metabolic indices in neurogenic damage].",11653
"26591","[Metabolic effects of ethyl alcohol the ways to correct them].",11653
"26592","[Effect of x-ray contrast agents on the blood (a review of the literature)].",11653
"26593","[Endogenous polypeptides with morphine-like activity (enkephalins, endorphins, anodynin) (a review of the literature)].",11653
"26594","[Ethological analysis of the action of medazepam and diazepam on the zoosocial behavior of isolated mice].",11654
"26595","[Action of analeptics in acute alcoholic intoxication].",11654
"26596","[Pharmacokinetics of the new Soviet, tritium-labelled, antihistamine preparation, phencarol].",11654
"26599","Alkali-stable blood group A- and B-active poly(glycosyl)-peptides from human erythrocyte membrane.",11655
"26597","[Effect of amisyl and spasmolytin on the blood supply and oxygen metabolism of the brain].",11654
"26600","Symport H+/carbohydrate transport into Acholeplasma laidlawii cells.",11655
"26598","[Possible neuropharmacological regulation of chemical carcinogenesis caused by diethylnitrosamine].",11654
"26601","Spin trapping evidence for free radical oxidants of aminopyrine in the metmyoglobin-cumene hydroperoxide system.",11656
"26602","Purification and properties of a novel enzyme, L-alpha-amino-epsilon-caprolactamase from Cryptococcus laurentii.",11656
"26603","Pig brain glutamine synthetase: an interpretation of the sigmoidal kinetics for magnesium and adenosine triphosphate.",11657
"26604","Guanylate cyclase activation in response to chemotactic stimulation in Dictyostelium discoideum.",11657
"26605","The pharmacology of ergots: past and present.",11658
"26606","The pathophysiology of hyperprolactinemic states and the role of newer ergot compounds in their treatment.",11658
"26607","Dopaminephilic properties of ergot alkaloids.",11658
"26608","The biological substrates of abnormal mental states.",11659
"26609","Evaluation of testicular function in prepubertal boys by means of the luteinizing hormone-releasing hormone test.",11660
"26611","[Modulation of autonomic correlates of emotional stress and adaptive responses].",11661
"26610","[Effect of blockers of synaptic transmission on the course of caffeine hyperpolarization in sympathetic ganglion neurons].",11662
"26612","Local graft-versus-host reaction in mice evoked by Peyer's patch and other lymphoid tissue cells tested in a lymphocyte-induced angiogenesis assay.",11663
"26613","Serum polyphenol oxidase activity (ceruloplasmin) in conventional laboratory animals and man.",11663
"26614","Evaluation of in vitro and in vivo activities of isoantibodies directed against idiotypes and recognition structures for transplantation antigens.",11663
"26615","Hypothalamic control of MSH secretion in lower vertebrates.",11664
"26616","Hypothalamic peptides involved in the control of MSH secretion: identity, biosynthesis and regulation of their release.",11664
"26617","Direct neural control of MSH secretion in mammals: the involvement of dopaminergic tubero-hypophysial neurones.",11664
"26618","Cellular control of melanocyte stimulating hormone secretion.",11664
"26619","Minor tranquilizers: are they being rationally prescribed?",11665
"26620","Interaction of glucocorticoid receptors from lymphoid cell lines with their nuclear acceptor sites.",11666
"26621","Striated muscle: influence of an aceullular layer on the maintenance of muscle differentiation in anthomedusa.",11667
"26622","[Generalities on histamine antagonists].",11668
"26623","[Pharmacological regulation of lactation].",11669
"26624","The snail brain in pharmacological screening and research.",11670
"26625","[Correlation between the activity of various peptidases in the amniotic fluid and in the liquor amnii cells. I. Premature deliveries].",11671
"26626","Effect of cimetidine on ion fluxes and potential difference across the human stomach.",11672
"26627","p-Nitrobenzyl p-toluenesulfonyl-L-arginine: a chromogenic substrate for thrombin, plasmin and trypsin.",11673
"26628","Chromogenic substrate assay of plasma prekallikrein. With a note on its site of biosynthesis.",11673
"26629","Methods for determination of prekallikrein in plasma, glandular kallikrein and urokinase.",11673
"26630","[Current diagnostic methods: the value of urine analysis].",11674
"26631","[Regional myocardial blood supply in coronary disease].",11675
"26632","[On the acute toxicity of labetalol (AH-5158), a combined alpha-and-beta-adrenoceptor-blocking agent (author's transl)].",11676
"26633","Gastric lesions in familial adenomatosis coli: their incidence and histologic analysis.",11677
"26634","Morphologic aspects of bone marrow transplantation in patients with aplastic anemia.",11677
"26635","Salivary gland granulomas--report of two cases.",11678
"26636","Mice bearing the ob/ob mutation have impaired immunity.",11679
"26637","Interaction of cholera toxin and toxin derivatives with lymphocytes. III. Modulating effects in vivo by cholera toxin on the graft-versus-host reactivity of lymphoid cells: suggested inhibition of suppressor cells.",11680
"26638","Serum gamma-glutamyltransferase activity in alcoholism.",11681
"26639","[Summary of results and goals of the conference].",11682
"26640","[Acute mucocutaneous lymph node syndrome (Kawasaki-syndrome) with fatal periarteritis nodosa of the coronary arteries. Another case from Europe].",11683
"26641","Light and electron microscopic study of adenosine triphosphatase activity of anuran tadpole musculature.",11684
"26642","Conflict resolution: communication - good; withdrawal - bad.",11685
"26643","Strategies for dealing with conflict: faculty and the law.",11685
"26644","Gaming: a strategy to teach conflict resolution.",11685
"26645","Strategies for dealing with conflict: power - very personally yours.",11685
"26646","Sources of conflict for faculty members.",11685
"26647","Strategies for dealing with conflict: crisis intervention.",11685
"26648","Strategies for dealing with conflict: using confrontation.",11685
"26649","The dynamics of conflict.",11685
"26650","Microbial metabolism of anthracycline antibiotics daunomycin and adriamycin.",11686
"26651","Semiautomated turbidimetric microbiological assay for cefazaflur.",11686
"26652","Corpus luteum function following subtotal hysterectomy in the prepuberal gilt.",11687
"26653","Comparison of the intrarenal disposition of tobramycin and gentamicin: therapeutic and toxicologic answers.",11688
"26654","Aerosolized medication in chronic asthmatic children.",11689
"26655","Salmonella typhimurium peptidase active on carnosine.",11690
"26656","Aspartokinase of Streptococcus mutans: purification, properties, and regulation.",11690
"26657","Carboxypeptidase displaying differential velocity in hydrolysis of methotrexate, 5-methyltetrahydrofolic acid, and leucovorin.",11690
"26658","Glutamate-induced uptake of proline by Streptomyces antibioticus.",11690
"26659","Glutamine synthetase of Klebsiella aerogenes: properties of glnD mutants lacking uridylyltransferase.",11690
"26660","Regulation of glutamine synthetase formation in Escherichia coli: characterization of mutants lacking the uridylyltransferase.",11690
"26661","Purification and properties of the inducible nicotinamide adenine dinucleotide phosphate-specific glutamate dehydrogenase from Chlorella sorokiniana.",11690
"26662","Regulation of initial rate of induction of nicotinamide adenine dinucleotide phosphate-specific glutamate dehydrogenase during the cell cycle of synchronous Chlorella.",11691
"26663","Mutations that alter the covalent modification of glutamine synthetase in Salmonella typhimurium.",11691
"26664","Genetics and physiology of Neurospora crassa glutamine auxotrophs.",11691
"26665","Oxidation kinetics and chemostat growth kinetics of Thiobacillus ferrooxidans on tetrathionate and thiosulfate.",11691
"26666","Sodium ion-proton antiport in a marine bacterium.",11691
"26667","Purification and characterization of a heme-containing amine dehydrogenase from Pseudomonas putida.",11691
"26668","Effect of ammonium ion concentration and osmotic pressure on growth of Ureaplasma urealyticum (T-strain mycoplasma).",11691
"26669","Organic fluorides: implications for psychiatry.",11692
"26670","Enzymatic oxidation of disulfides and thiolsulfinates by both rabbit liver microsomes and a reconstituted system with purified cytochrome P-450.",11693
"26671","Purification and properties of alpha-hydroxy-gamma-carboxymuconic epsilon-semialdehyde dehydrogenase.",11693
"26672","Purification and characterization of beta-D-mannosidase and beta-N-acetyl-D-hexosaminidase of Tremella fuciformis.",11693
"26673","New chromogenic and fluorogenic substrates  for pyrrolidonyl peptidase.",11693
"26674","Acceptor specificity of ATP:nucleoside-5'-phosphate pyrophosphotransferase from Streptomyces adephospholyticus. Synthesis of the 3'-pyrophosphates of pyrimidine nucleotides, some oligoribonucleotides, 5'-diphosphonucleosidic coenzymes and mG-5'-ppp-5'-Am.",11693
"26675","Purification and characterization of alkaline phosphatase in cultured rat liver cells.",11694
"26676","Purification of lysophospholipase of Vibrio parahaemolyticus and its properties.",11694
"26677","Studies on the formation of gamma-aminobutyric acid from putrescine in rat organs and purification of its synthetic enzyme from rat intestine.",11694
"26678","Purification and characterization of alkaline phosphatase from plasma membranes of rat ascites hepatoma.",11694
"26679","Monomer-dimer equilibria of a Bence Jones protein and its variable fragment.",11694
"26680","A novel magnesium-independent neutral sphingomyelinase associated with rat central nervous system meylin.",11695
"26681","Effects of N-ethylmaleimide on the limited uptake of Ca2+, Mn2+, and Sr2+ by rat liver mitochondria.",11695
"26682","3-Deoxy-D-arabino-heptulosonate 7-phosphate synthase. Purification and molecular characterization of the phenylalanine-sensitive isoenzyme from Escherichia coli.",11695
"26683","Alterations in the intracellular distribution of cGMP and guanylate cyclase activity during rat liver regeneration.",11695
"26684","Squalene synthetase. Stoichiometry and kinetics of presqualene pyrophosphate and squalene synthesis by yeast microsomes.",11696
"26685","The protonmotive force and beta-galactoside transport in Bacillus acidocaldarius.",11696
"26686","The effect of pH on the cooperative behavior of aspartate transcarbamylase from Escherichia coli.",11696
"26687","Indoleamine 2,3-dioxygenase. Purification and some properties.",11696
"26688","Acquired vertical talus due to burn contractures. A report of two cases.",11697
"26689","Isolation of plasma and nuclear membranes of thymocytes. I. Enzymatic composition and ultrastructure.",11698
"26690","Localization of D-amino acid oxidase on the cell surface of human polymorphonuclear leukocytes.",11698
"26691","A simplified assay of furosemide in plasma and urine by high-pressure liquid chromatography.",11699
"26692","High-voltage paper electrophoretic assay for guanyl cyclase.",11700
"26693","Gentamicin-blood agar for isolation of Streptococcus pneumoniae from respiratory secretions.",11701
"26694","Diagnosis of pneumococcal pneumonia by antigen detection in sputum.",11701
"26695","Superoxide generation by digitonin-stimulated guinea pig granulocytes. A basis for a continuous assay for monitoring superoxide production and for the study of the activation of the generating system.",11702
"26696","Inhibition of the bicarbonate exit step in urinary acidification by a disulfonic stilbene.",11702
"26697","An androgen binding protein in the testicular cytosol of human testis. Comparison with human plasma testosterone-estrogen binding globulin.",11703
"26698","Antibacterial properties of Hibitane.",11704
"26699","Oral pharmacology of chlorhexidine.",11704
"26700","Resistance to Haemonchus contortus in sheep given repeated daily doses of 10 000 infective larvae.",11705
"26701","Resistance to Fasciola hepatica in cattle. II. Biochemical and morphological observations.",11705
"26702","Relationship between phosphorylation of tyrosine aminotransferase and regulation of its synthesis by cyclic AMP and hormones.",11706
"26703","The stimulation by catecholamines of guanylate cyclase activity in a cell-free system.",11706
"26704","gamma-Glutamyl transpeptidase in lactating mammary secretory tissue of cow and rat.",11707
"26705","[Newly devised caries susceptibility tests and their clinical application for restorative dentistry. 1. A design for a quasi-anaerobic buffering capacity test of saliva and its availability].",11708
"26707","Effect of endosulfan on drug metabolizing enzymes and lipid peroxidation in rat.",11709
"26708","The influence of some physico-chemical factors on the host-finding capacity of Fasciola hepatica miracidia.",11710
"26706","Removal of the growth inhibitor(s) from acid and pressure hydrolyzed sawdust.",11711
"26709","Onchocerca sweetae (Nematoda: Filarioidea): notes on the intermediate host.",11710
"26717","Ultrastructural localization of alkaline phosphatases in rat incisor odontoblasts.",11712
"26718","Deposition of IgM and complement at the dermoepidermal junction in acute and chronic cutaneous graft-vs-host disease in man.",11713
"26719","Pharmacologic control of the hormonally modulated immune response. III. Prolongation of allogeneic skin graft rejection and prevention of runt disease by a combination of drugs acting on neuroendocrine functions.",11713
"26720","Postanaesthetic vomiting in children.",11714
"26721","beta-blockers in clinical medicine.",11714
"26724","[Proceedings of the 75th Congress of the Japanese Society of Internal Medicine].",11715
"26723","Antibody response to capsular polysaccharide vaccine of Streptococcus pneumoniae in patients with nephrotic syndrome.",11716
"26722","Pseudo pulpal pain of systemic origin.",11717
"26725","[HLA antigens in Takayasu's disease (author's transl)].",11718
"26726","The importance of gastric hydrochloric acid in the absorption of nonheme food iron.",11719
"26727","Vulnerability of keto bile acids to alkaline hydrolysis.",11720
"26728","Binding of [3H]ouabain to split frog skin: the role of the Na,K-ATPase in the generation of short circuit current.",11721
"26729","Large-scale production of human leukocyte interferon containing 10(8) units per ml.",11722
"26730","Preferences by deer mice for solutions of sugars, salts, and acids in Richter-type drinking tests.",11723
"26731","Effect of salts on the physical and kinetic properties of human placental choline acetyltransferase.",11724
"26732","Regional differences in neurotransmitter enzymes during the development of the chick brain.",11724
"26733","A role for thiamine in the regulation of fatty acid and cholesterol biosynthesis in cultured cells of neural origin.",11724
"26734","Effect on the Cushing response of different rates of expansion of a supratentorial mass.",11725
"26735","Bacterial etiology of otitis media during the first six weeks of life.",11726
"26736","In vivo and in vitro excystation of Zygocotyle lunata (Trematoda) metacercariae and histochemical observations on the cyst.",11727
"26737","Studies with Brugia pahangi 17. The anthelmintic effects of diethylcarbamazine.",11727
"26738","Actions of procaterol (OPC-2009), a new beta2-adrenoceptor stimulant, on pulmonary resistance, contractions of the soleus muscle, and cardiovascular system of the anaesthetized cat.",11728
"26739","Tryptamine-induced drug effects insensitive to serotoninergic antagonists: evidence of specific tryptaminergic receptor stimulation?",11728
"26740","Rectal absorption of homatropine [14C]methylbromide in the rat.",11728
"26741","The mechanism of the hypothermic effect of amantadine in rats and mice.",11728
"26742","Some pharmacological actions of acetylsecohemicholinium.",11728
"26743","A mammalian muscle with the pharmacological characteristics of slow tonic muscle.",11728
"26744","Effect of carbenoxolone on lipolysis in rat adipose tissue.",11728
"26745","The inhibition by clorgyline of 5-hydroxytryptamine deamination by the rat liver.",11728
"26746","Analgesia and motor activity elicited by morphine and enkephalins in two inbred strains of mice.",11728
"26747","How should values of pA2 and affinity constants for pharmacological competitive antagonists be estimated?",11728
"26748","Bromocriptine is a potent alpha-adrenoceptor antagonist in the perfused mesenteric blood vessels of the rat.",11728
"26749","Need for Ca ions in the lipolytic action of 5-hydroxytryptamine in rat brown adipose tissue.",11728
"26750","Tissue distribution of radioactivity after injection of [14C]nitrazepam in young and old rats.",11728
"26751","Ethanol and the disposition of amylobarbitone: effect of dose and significance as a mechanism for increased toxicity.",11728
"26752","Ethanol induces bursting amongst electrically coupled snail neurons.",11728
"26753","The influence of beta-blocking agents on the kinin system in rat plasma.",11728
"26754","An improved long-acting delivery system for narcotic antagonists.",11728
"26755","Effect of strychnine on the rat electroretinogram.",11728
"26756","Contribution of prostaglandins to the vasodepressor effect of dopamine in the rat.",11728
"26757","Biovailability of phenytoin in lipid containing dosage forms in rats.",11728
"26758","Tolerance to neostigmine in rodents and its prevention by cycloheximide treatment.",11728
"26759","A modified agar diffusion assay for amphotericin B.",11728
"26760","The problems associated with the use of 2,2'-pyridylisatogen tosylate in evaluating the allegedly purinergic innervation of peripheral organs.",11728
"26761","Interaction of cortisol-21-palmitate with liposomes examined by differential scanning calorimetry.",11729
"26762","The measurement of the adhesion of film coatings to tablet surfaces: the effect of tablet porosity, surface roughness and film thickness.",11729
"26763","On methods of expressing dissolution rate data.",11729
"26764","Invitro and in vivo defoaming action of three antacid preparations.",11729
"26765","Correlation of physicochemical properties with absorption and metabolism of some tricyclic drugs.",11729
"26766","Investigation of possible interactions between substance P and transmitter mechanisms in the substantia nigra and corpus striatum of the rat.",11729
"26767","Quisqualamine, a novel gamma-aminobutyric acid (GABA) related depressant amino acid.",11729
"26768","Rat brain and serum lithium concentrations after acute injections of lithium carbonate and orotate.",11729
"26769","Corticosterone concentrations in mice during ethanol drinking and withdrawal.",11729
"26770","Antidotal effects of dimethyl sulphoxide against paracetamol-, bromobenzene-, and thioacetamide-induced hepatotoxicity.",11729
"26771","Comparison of three methods of evaluating the composition of gentamicin sulphate.",11729
"26772","The recrystallization of amorphous digoxin.",11729
"26773","Effect of phenobarbitone on the biliary reabsorption of [35S] sulpho-bromophthalein sodium from the rat biliary tree.",11729
"26774","The effect of route of administration on the biliary excretion of phenolphthalein and its glucuronide.",11729
"26775","In vivo binding of delta 1-tetrahydrocannabinol and cannabinol to rat serum proteins.",11729
"26776","The degree of plasma protein binding of sodium cromoglycate.",11729
"26777","Effect of tolamolol and other beta-adrenoceptor blocking drugs on [3H]haloperidol binding to rat striatal membrane preparations.",11729
"26778","Interaction of 2-[beta-(4-hydroxyphenyl)ethylaminomethyl]tertralone (BE-2254: 'HEAT') with catecholamine receptors in rat brain membranes.",11729
"26779","Relation between baseline firing rate and the direction of neuronal responses to noradrenaline: a species comparison.",11729
"26780","The action of enkephalins and enkephaline analogues on neuro-transmission in the isolated nicititating membrane of the cat.",11729
"26781","Pehidine interaction with clorgyline, pargyline, or 5-hydroxytryptophan: lack of enhanced pethidine lethality or hyperpyrexia in mice.",11729
"26782","Selectivity of bethanechol on muscarinic receptors.",11729
"26783","Pregnant rats and antral gastrin content.",11729
"26784","[Fundamental research on the pharmacological activity of Oriental drugs. XII. Pharmacological research on beta-adrenergic potentiation factors included in musk and their organ-selective activity (author's transl)].",11730
"26785","[Conformation of apogalanthamine analogs as alpha-adrenergic blocking agents (author's transl)].",11731
"26786","Rearrangement of N-benzyl-2-cyano-2-(hydroxyimino)acetamide.",11732
"26787","Interaction of tricyclic antipsychotic and antidepressant drugs with 1-anilino-8-naphthalenesulfonic acid.",11732
"26788","Solubility studies of silver sulfonamides.",11733
"26789","Ketonic oxidation products of cyclobarbital.",11733
"26790","Colorimetric determination of nadolol in tablets.",11733
"26791","Possible ion-pair-mediated absorption of mixidine I: partitioning and lethality studies.",11733
"26792","Possible ion-pair-mediated absorption of mixidine II: plasma levels and histology.",11733
"26793","Simple GLC analysis of anticonvulsant drugs in commercial dosage forms.",11733
"26794","Effects of patulin on the kinetics of substrate and cationic ligand activation of adenosine triphosphatase in mouse brain.",11734
"26795","Beta adrenergic blockade, regional left ventricular blood flow and ST-segment elevation in canine experimental myocardial ischemia.",11734
"26796","Further studies on the positive inotropic effect of the polypeptide anthopleurin-A from a sea anemone.",11734
"26797","Liberation of cyanide from alpha-aminonitriles relative to amygdalin.",11734
"26798","Inhibition of sympathetic nervous system by histamine:studies with H1- and H2-receptor antagonists.",11735
"26799","Evidence for a role of nigral gamma-aminobutyric acid and substance P in the haloperidol-induced activation of striatal tyrosine hydroxylase.",11735
"26800","The role of peripheral catecholamines in oxotremorine tremor in the rat and its antagonism by beta adrenoceptor blocking agents.",11735
"26801","[Proceedings of the 29th Congress of the Chugoku and Shikoku districts of the Physiological Society of Japan].",11736
"26802","Evaluation of sugar substitutes in preventive cariology.",11737
"26804","Synthesis and pharmacological activity and some derivatives of 1-phenyl-1,2,3,4-tetrahydro-5H-1,4-benzodiazepin-5-one.",11738
"26803","Tooth eruption and ankylosis.",11739
"26805","A method for the isolation of Bacteroides melaninogenicus from the human mouth.",11740
"26806","Equilibrium binding of calcium to fragmented human red cell membranes and its relation to calcium-mediated effects on cation permeability.",11741
"26807","Amino acid activation with adenosine 5'-phosphorimidazolide.",11742
"26808","Intracellular electrolytes in erythrocytes during and after shock: relation to impaired consciousness.",11743
"26809","Transfection of Streptococcus pneumoniae with bacteriophage DNA.",11744
"26810","Helper-independent transformation by unintegrated Harvey sarcoma virus DNA.",11744
"26811","Lymphangiography in patients with malignancy in a non-descended testicle.",11745
"26812","Screening urography in asymptomatic cryptorchid patients.",11745
"26813","Anorchism versus cryptorchidism: the importance of a diligent search for intra-abdominal testes.",11745
"26814","Prostatic utricle cysts (müllerian duct cysts).",11746
"26815","Reconstruction of the urinary tract in prune belly uropathy.",11746
"26816","Sulfasalazine toxic reactions. Hepatitis, fever, and skin rash with hypocomplementemia and immune complexes.",11747
"26817","Beta-hemolytic streptococcal pneumonia following influenza.",11748
"26818","Treatment of the agitated patient with an organic brain disorder.",11749
"26819","[Surface pH of the gastric mucosa in normal subjects and atrophic gastritis (author's transl)].",11750
"26820","[The trends of the cases and the content of nursing published at the Japanese Nursing Association Conference--focus on the year 1976].",11751
"26821","[Comparative examinations of gastric juice in healthy infants and in infants suffering from enteritis (author's transl)].",11752
"26822","[Long-term use of beta-blockaders in chronic coronary insufficiency].",11753
"26824","Lipoperoxidative effects on liver rough microsomal membranes and the ribosome-membrane complex: studies in vitro and in vivo with chemical carcinogens and carbon tetrachloride.",11754
"26823","[Possibility of using higher plants in a life-support system on the moon].",11755
"26825","Beneficial effects of alkalotic reperfusion following ischemic cardiac arrest.",11756
"26827","[Secondary prevention after myocardial infarction].",11757
"26828","[Raynaud's phenomenon after treatment with beta-blocking agents].",11758
"26826","[Activity of gamma glutamyl transpeptidase in umbilical cord blood during labor].",11759
"26829","Disparity between the antihistaminic and antiarrhythmic activities of chlorpheniramine and its isomers.",11760
"26831","The effect of phospholipase D on the function of fragmented sarcoplasmic reticulum.",11761
"26830","The activation of tyrosine hydroxylase in noradrenergic neurons during acute nerve stimulation.",11760
"26832","Multiple forms of acid phosphatase activity in Gaucher's disease.",11762
"26833","Labeling complex carbohydrates of animal cells with monosaccharides.",11763
"26834","Degradation of polysaccharides by oxidation and beta-elimination.",11763
"26835","Biosynthesis of sialic acids.",11763
"26836","Enzymic diagnosis of the genetic mucopolysaccharide storage disorders.",11763
"26837","Enzymic diagnosis of sphingolipidoses.",11763
"26838","alpha-D-Mannosidase from rat liver lysosomes.",11763
"26839","alpha-D-Mannosidase from Golgi membranes of rat liver.",11763
"26840","alpha-L-Fucosidase from rat liver lysosomes.",11763
"26841","beta-D-Glucuronidases from the preputial gland of the female rat.",11763
"26842","beta-Galactosidase from bovine testes.",11763
"26843","Aryl-beta-hexosidase from bovine liver.",11763
"26844","Glucocerebrosidase from human placenta.",11763
"26845","Arylsulfatases A and B from human liver.",11763
"26846","endo-beta-N-Acetylglucosaminidase D from Diplococcus pneumoniae.",11763
"26847","endo-beta-Galactosidase and endo-alpha-N-acetylgalactosaminidase from Diplococcus pneumoniae.",11763
"26848","endo-beta-N-Acetylglucosaminidases CI and CII from Clostridium perfringens.",11763
"26849","endo-beta-N-Acetylglucosaminidase from Streptomyces plicatus.",11763
"26850","[Information processing in medicine--right and wrong pathways. Report on the 22nd annual session of the Deutsche Gesellschaft für Medicinische Dokumantation, Informatik und Statistik (GMDS)].",11764
"26851","[Thermostability of glutamine synthetase in Candida tropicalis feed yeasts in Mg-, Mn- and Co-activated systems].",11765
"26852","[Effect of the composition of the medium and the conditions of Aspergillus foetidus cultivation on the biosynthesis of glucoamylase].",11765
