"journal_issue_id","citedMedium","volume","issue","publication_date","journal_sk"
9739,"Print","23","9","1977-01-01",139
9740,"Print","66","10","1977-10-01",142
9741,"Print","66","9","1977-09-10",142
9742,"Print","91","1","1978-01-01",436
9743,"Print","75","2","1977-11-01",145
9744,"Print","41","","1977-10-01",1376
9745,"Print","5","6","1977-12-01",1106
9746,"Print","103","1","1977-11-01",151
9747,"Print","29","4","1977-10-01",153
9748,"Print","29","5","1977-11-01",153
9749,"Print","92","1","1978-01-01",441
9750,"Print","63","6","1977-12-01",752
9751,"Print","12","6","1977-12-01",442
9752,"Print","5","5","1977-01-01",158
9753,"Print","29","11","1977-11-01",444
9754,"Print","29","12","1977-12-01",444
9755,"Print","29 Suppl","","1977-12-01",444
9756,"Print","30","1","1978-01-01",444
9757,"Print","67","1","1978-01-01",159
9758,"Print","272","1","1977-10-01",161
9759,"Print","272","3","1977-11-01",161
9760,"Print","21","4","1977-01-01",637
9761,"Print","20","12","1977-12-01",164
9762,"Print","21","1","1978-01-01",164
9763,"Print","6","4","1977-01-01",1735
9764,"Print","115","2","1977-09-15",169
9765,"Print","115","3","1977-09-25",169
9766,"Print","115","4","1977-10-05",169
9767,"Print","116","3","1977-11-05",169
9768,"Print","116","4","1977-11-01",169
9769,"Print","3","4","1977-12-01",865
9770,"Print","83 Suppl 1","","1977-12-01",454
9771,"Print","24","3","1977-12-01",171
9772,"Print","239","4","1978-01-23",174
9773,"Print","27","5","1977-10-01",457
9774,"Print","7","1","1978-01-01",1032
9775,"Print","55","24","1977-12-15",185
9776,"Print","11","6","1977-11-01",461
9777,"Print","6","3","1977-01-01",876
9778,"Print","38","11","1977-11-01",187
9779,"Print","20","3","1977-01-01",462
9780,"Print","55","5","1977-10-01",463
9781,"Print","15","12","1977-12-01",878
9782,"Print","Suppl","","1976-01-01",465
9783,"Print","12","12","1977-12-01",193
9784,"Print","105","12","1977-12-01",196
9785,"Print","28","46","1977-11-18",197
9786,"Print","14","3","1977-11-01",648
9787,"Print","21","10","1977-10-20",1553
9788,"Print","58","12","1977-12-01",765
9789,"Print","13","6","1977-11-01",472
9790,"Print","68","5","1977-09-01",1784
9791,"Print","125","11","1977-11-01",766
9792,"Print","18","","1976-09-01",1785
9793,"Print","19","","1976-10-01",1785
9794,"Print","15","","1977-01-01",1786
9795,"Print","46","6","1977-12-01",655
9796,"Print","298","5","1978-02-02",207
9797,"Print","269","5630","1977-10-20",208
9798,"Print","270","5634","1977-11-17",208
9799,"Print","270","5635","1977-11-24",208
9800,"Print","270","5636","1977-12-01",208
9801,"Print","270","5638","1977-12-15",208
9802,"Print","270","5639","1977-12-01",208
9803,"Print","300","1","1977-10-01",210
9804,"Print","300","2","1977-11-01",210
9805,"Print","20","1","1978-01-01",212
9806,"Print","23","6","1977-01-01",479
9807,"Print","16","10","1977-10-01",213
9808,"Print","16","11","1977-11-01",213
9809,"Print","3","4","1977-01-01",882
9810,"Print","2","5","1977-01-01",1382
9811,"Print","35","11","1977-11-01",768
9812,"Print","175","6","1977-01-01",1555
9813,"Print","25","7","1977-09-01",885
9814,"Print","11","12","1977-12-01",221
9815,"Print","371","1-2","1977-10-19",225
9816,"Print","372","1","1977-11-25",225
9817,"Print","29","11","1977-11-01",663
9818,"Print","6","33","1977-10-08",226
9819,"Print","12","4","1977-12-01",775
9820,"Print","23","4","1977-11-01",665
9821,"Print","29","5","1977-09-01",487
9822,"Print","33","5","1977-01-01",489
9823,"Print","219","1312","1977-10-01",229
9824,"Print","199","1135","1977-11-14",492
9825,"Print","199","1136","1977-12-13",492
9826,"Print","156","3","1977-12-01",493
9827,"Print","32","8-9","1977-08-01",234
9828,"Print","3","2","1977-01-01",891
9829,"Print","15","6","1977-01-01",495
9830,"Print","16","2","1978-01-01",495
9831,"Print","281","978","1977-11-02",496
9832,"Print","281","979","1977-11-02",496
9833,"Print","20-21","","1975-01-01",1787
9834,"Print","14","4","1977-10-01",236
9835,"Print","7","4","1977-11-01",1050
9836,"Print","13","2","1977-06-01",781
9837,"Print","21","","1977-01-01",1436
9838,"Print","9","3-4","1976-01-01",1788
9839,"Print","64","5","1977-09-01",1386
9840,"Print","10","5","1977-01-01",672
9841,"Print","146","6","1977-09-30",499
9842,"Print","24","5","1977-09-01",1629
9843,"Print","11","","1976-05-01",251
9844,"Print","12","","1976-05-01",251
9845,"Print","81","3","1977-07-01",1245
9846,"Print","29","4","1977-07-01",258
9847,"Print","27","41","1977-09-21",506
9848,"Print","85","6","1977-09-01",259
9849,"Print","15","4","1977-10-01",1249
9850,"Print","11","3","1977-01-01",509
9851,"Print","3","4","1977-01-01",510
9852,"Print","87","12","1977-12-01",678
9853,"Print","199","4325","1978-01-13",512
9854,"Print","199","4327","1978-01-27",512
9855,"Print","52","23","1977-11-26",267
9856,"Print","49","10","1977-01-01",900
9857,"Print","16","3","1977-12-01",1661
9858,"Print","97","33","1977-11-30",791
9859,"Print","30","3","1977-09-01",521
9860,"Print","71","4","1977-01-01",684
9861,"Print","71","5","1977-01-01",684
9862,"Print","24","3","1977-09-01",523
9863,"Print","25","1","1978-01-01",523
9864,"Print","5","4","1977-01-01",525
9865,"Print","22","9","1977-09-01",288
9866,"Print","101","23","1977-12-03",289
9867,"Print","","6","1977-11-01",530
9868,"Print","23","5","1977-09-01",530
9869,"Print","26","4","1977-12-01",1789
9870,"Print","66","11","1977-11-01",302
9871,"Print","18","5","1977-01-01",1699
9872,"Print","53","3","1977-11-10",798
9873,"Print","53","32","1977-11-20",904
9874,"Print","165","2","1977-11-25",535
9875,"Print","22","5","1977-11-01",1256
9876,"Print","165","2","1977-10-01",1293
9877,"Print","","11","1977-11-01",313
9878,"Print","27","4","1976-01-01",800
9879,"Print","36","3-4","1977-01-01",314
9880,"Print","143","5","1977-01-01",539
9881,"Print","60","1","1977-01-01",1346
9882,"Print","64","","1977-01-01",541
9883,"Print","27","3","1976-01-01",910
9884,"Print","35","6","1977-01-01",802
9885,"Print","","134","1977-01-01",1602
9886,"Print","41","5","1977-11-01",320
9887,"Print","14","5-6","1977-01-01",321
9888,"Print","28","4","1977-07-01",547
9889,"Print","28","5","1977-09-01",547
9890,"Print","28","15","1977-01-01",547
9891,"Print","101","3","1977-11-01",546
9892,"Print","56","5","1977-11-01",702
9893,"Print","","22","1978-01-01",998
9894,"Print","85B","","1977-01-01",323
9895,"Print","95","","1977-01-01",323
9896,"Print","7","3","1977-09-01",551
9897,"Print","22","7-8","1976-01-01",1790
9898,"Print","31","1","1978-01-01",557
9899,"Print","23","1","1978-01-01",811
9900,"Print","34","12","1977-12-01",810
9901,"Print","130","1","1978-01-01",328
9902,"Print","130","2","1978-01-15",328
9903,"Print","89","3","1977-12-01",1072
9904,"Print","90","1","1978-01-01",1072
9905,"Print","233","6","1977-12-01",330
9906,"Print","5","4","1977-11-01",1073
9907,"Print","18","4","1977-11-01",1791
9908,"Print","32","10","1977-11-01",816
9909,"Print","18","10","1977-01-01",567
9910,"Print","18","5-6","1977-01-01",567
9911,"Print","18","7-8","1977-01-01",567
9912,"Print","38","12","1977-12-01",339
9913,"Print","88","1","1978-01-01",341
9914,"Print","22","11","1977-11-01",574
9915,"Print","22","12","1977-12-01",574
9916,"Print","128","6","1977-11-01",1001
9917,"Print","34","6","1977-12-01",922
9918,"Print","184","2","1977-12-01",345
9919,"Print","113","12","1977-12-01",346
9920,"Internet","52","11","1977-11-01",347
9921,"Print","187","1","1978-01-01",577
9922,"Print","71","4","1977-12-01",1078
9923,"Print","24","6","1977-12-01",578
9924,"Print","229","2","1977-10-01",579
9925,"Print","115","2","1977-11-18",349
9926,"Print","35","1","1978-01-01",351
9927,"Print","25","5","1977-01-01",717
9928,"Print","47","4","1977-08-01",1609
9929,"Print","41","4","1977-12-01",927
9930,"Print","","15 Pt 1","1977-01-01",1139
9931,"Print","8","","1976-03-01",1138
9932,"Print","166","3","1977-09-15",361
9933,"Print","167","2","1977-11-01",361
9934,"Print","168","1","1977-10-15",361
9935,"Print","168","2","1977-11-15",361
9936,"Print","79","3","1977-12-07",2
9937,"Print","26","24","1977-12-15",3
9938,"Print","27","1","1978-01-01",3
9939,"Print","27","3","1978-02-01",3
9940,"Print","28","3","1977-11-01",1140
9941,"Print","3","16","1977-12-01",833
9942,"Print","5","1","1978-01-01",1206
9943,"Print","35","1","1978-01-01",1141
9944,"Print","5","2","1978-02-01",1206
9945,"Print","37","1","1978-01-01",593
9946,"Print","39","1","1978-01-01",9
9947,"Print","17","2","1978-01-24",10
9948,"Print","17","3","1978-02-07",10
9949,"Print","462","3","1977-12-23",11
9950,"Print","501","1","1978-01-11",11
9951,"Print","501","2","1978-02-09",11
9952,"Print","522","1","1978-01-12",11
9953,"Print","528","1","1978-01-27",11
9954,"Print","538","1","1978-01-03",11
9955,"Print","538","2","1978-01-18",11
9956,"Print","59","8-9","1977-01-01",365
9957,"Print","42","12","1977-12-01",366
9958,"Print","","12","1977-01-01",594
9959,"Print","12","6","1977-12-01",1207
9960,"Print","17","5","1977-12-01",367
9961,"Print","27","8","1977-11-01",596
9962,"Print","84","12","1977-12-01",16
9963,"Print","41","4","1976-10-01",1536
9964,"Print","13","6","1977-11-01",1450
9965,"Print","61","4","1977-12-01",21
9966,"Print","62","1","1978-01-01",21
9967,"Print","131","","1977-12-01",377
9968,"Print","49","7","1977-01-01",23
9969,"Print","1","6104","1978-01-07",25
9970,"Print","1","6105","1978-01-14",25
9971,"Print","1","6107","1978-01-28",25
9972,"Print","1","6108","1978-02-04",25
9973,"Print","138","3","1977-12-23",26
9974,"Print","139","1","1978-01-06",26
9975,"Print","18","6","1977-11-01",1209
9976,"Print","24","1","1977-12-14",723
9977,"Print","55","12","1977-12-01",378
9978,"Print","55","6","1977-12-01",30
9979,"Print","21","1","1978-01-01",379
9980,"Print","22","8","1977-12-01",1455
9981,"Print","12","4","1977-12-01",1145
9982,"Print","13","1","1978-01-01",1145
9983,"Print","35","2","1978-02-01",36
9984,"Print","20","4","1977-12-01",1089
9985,"Print","77","2","1977-02-01",1674
9986,"Print","285","10","1977-10-24",38
9987,"Print","70","2","1977-03-01",1090
9988,"Print","4","4","1977-01-01",1753
9989,"Print","42","2","1978-02-01",39
9990,"Print","10","6","1977-12-01",40
9991,"Print","82","3","1978-01-16",42
9992,"Print","83","1-2","1978-02-01",42
9993,"Print","4","3","1977-12-01",1792
9994,"Print","23","2","1978-02-01",386
9995,"Print","54","2","1978-02-01",46
9996,"Print","58","1C","1977-01-01",49
9997,"Print","4","","1977-01-01",1793
9998,"Print","19","1","1978-01-01",1013
9999,"Print","17","","1977-01-01",1310
10000,"Print","73","2","1978-02-01",56
10001,"Print","73","2 Suppl","1978-02-01",56
10002,"Print","","50","1977-01-01",1015
10003,"Print","4","3","1977-07-01",734
10004,"Print","237","6","1977-01-01",59
10005,"Print","6","1","1978-01-01",391
10006,"Print","102","51","1977-12-23",61
10007,"Print","103","1","1978-01-06",61
10008,"Print","54","8","1977-08-01",396
10009,"Print","14","6","1977-12-01",394
10010,"Print","13","","1977-01-01",1407
10011,"Print","81","2","1977-12-01",68
10012,"Print","81","3","1977-12-01",68
10013,"Print","82","1","1978-01-02",68
10014,"Print","12","5","1977-12-16",1215
10015,"Print","12","6","1977-12-28",1215
10016,"Print","47","2","1978-01-15",609
10017,"Print","111","1","1978-01-01",71
10018,"Print","43","2","1977-12-01",737
10019,"Print","14","1-2","1977-07-01",1216
10020,"Print","","6","1977-11-01",612
10021,"Print","40","6","1977-11-01",613
10022,"Print","84","2","1977-12-15",403
10023,"Print","85","1","1978-01-01",403
10024,"Print","85","2","1978-01-15",403
10025,"Print","86","1","1978-02-01",403
10026,"Print","29","1","1978-01-01",739
10027,"Print","26","6","1977-11-01",738
10028,"Print","64","1","1978-01-01",75
10029,"Print","22","1","1978-01-01",614
10030,"Print","156","2","1978-01-01",1153
10031,"Print","3","4","1977-12-01",1680
10032,"Print","46","1-2","1978-01-01",1709
10033,"Print","5","6","1977-01-01",77
10034,"Print","8","1","1977-05-26",1468
10035,"Print","12","5","1977-01-01",1274
10036,"Print","74","2 Pt 1","1978-02-01",408
10037,"Print","74","2 Pt 2","1978-02-01",408
10038,"Print","8","2","1977-01-01",1218
10039,"Print","8","3","1977-01-01",1218
10040,"Print","34","1","1978-01-01",1155
10041,"Print","","10","1977-10-01",617
10042,"Print","48","11","1977-11-01",741
10043,"Print","6","5","1977-01-01",411
10044,"Print","73","7","1977-10-01",86
10045,"Print","96","3","1978-01-19",89
10046,"Print","96","5","1978-02-02",89
10047,"Print","29","2","1978-02-01",92
10048,"Print","28","2","1978-01-01",1794
10049,"Print","25","1","1978-01-01",93
10050,"Print","15","6","1977-06-01",98
10051,"Print","15","7","1977-07-01",98
10052,"Print","14","11-12","1977-11-01",96
10053,"Print","66","3","1977-09-01",623
10054,"Print","15","12","1977-12-01",418
10055,"Print","4","2","1977-12-01",1795
10056,"Print","18","11","1977-11-01",626
10057,"Print","28","11","1977-11-01",745
10058,"Print","10","1","1978-01-01",1472
10059,"Print","54","4","1977-12-28",628
10060,"Print","153","1","1978-01-01",94
10061,"Print","172","3","1978-02-01",1024
10062,"Print","30","12","1977-12-01",425
10063,"Print","45","5","1977-11-01",113
10064,"Print","3","6","1977-11-01",427
10065,"Print","3 Suppl C","","1977-11-01",427
10066,"Print","61","1","1978-01-01",115
10067,"Print","82","6","1977-12-01",118
10068,"Print","253","3","1978-02-10",119
10069,"Print","94","2","1978-02-01",122
10070,"Print","94","3","1978-03-01",122
10071,"Print","145","1","1978-01-01",125
10072,"Print","147","","1978-01-11",125
10073,"Print","148","2","1978-02-01",125
10074,"Print","61","2","1978-02-01",127
10075,"Print","30","8","1977-08-01",630
10076,"Print","60","12","1977-12-01",130
10077,"Print","42","2","1978-02-01",1796
10078,"Print","26","1","1978-01-01",138
10079,"Print","19","1","1978-01-01",631
10080,"Print","23","10","1977-01-01",139
10081,"Print","91","2","1978-02-01",436
10082,"Print","19","1","1978-01-01",143
10083,"Print","71","","1977-12-01",146
10084,"Print","6","1","1978-06-01",1106
10085,"Print","71","1","1978-01-01",150
10086,"Print","103","2","1977-12-01",151
10087,"Print","29","6","1977-12-01",153
10088,"Print","30","1","1978-01-01",153
10089,"Print","108","2","1978-02-01",156
10090,"Print","71","1","1978-01-01",1797
10091,"Print","92","2","1978-02-01",441
10092,"Print","67","2","1978-02-01",159
10093,"Print","204","2","1978-02-01",160
10094,"Print","273","1","1977-12-01",161
10095,"Print","273","2","1977-12-01",161
10096,"Print","21","2","1978-02-01",164
10097,"Print","11","1","1978-02-01",864
10098,"Print","37","3-4","1977-12-15",167
10099,"Print","117","1","1977-11-25",169
10100,"Print","3","1","1977-01-01",866
10101,"Print","3","2","1977-01-01",866
10102,"Print","25","1","1978-01-01",171
10103,"Print","119","1","1978-01-01",172
10104,"Print","239","6","1978-02-06",174
10105,"Print","30","12","1977-12-01",868
10106,"Print","35","11","1977-11-01",175
10107,"Print","25","10","1977-10-01",455
10108,"Print","17","10","1977-10-01",182
10109,"Print","17","11","1977-11-01",182
10110,"Print","30","5","1977-01-01",760
10111,"Print","27","6","1977-12-01",960
10112,"Print","8","5","1977-05-01",875
10113,"Print","20","4","1977-01-01",462
10114,"Print","7","2","1978-02-01",190
10115,"Print","7","3","1978-03-01",190
10116,"Print","9","4","1977-10-01",1624
10117,"Print","88","2 Pt 2 Suppl 9","1978-02-01",1688
10118,"Print","30","1","1978-01-01",647
10119,"Print","21","11","1977-12-01",192
10120,"Print","22","12","1977-12-01",195
10121,"Print","106","1","1978-01-01",196
10122,"Print","28","50","1977-12-16",197
10123,"Print","57","2","1978-03-01",468
10124,"Print","27","2","1978-02-01",469
10125,"Print","46","5","1977-09-01",470
10126,"Print","46","6","1977-11-01",470
10127,"Print","2","15","1977-10-08",201
10128,"Print","2","16","1977-10-15",201
10129,"Print","2","18","1977-10-29",201
10130,"Print","156","1","1977-11-04",651
10131,"Print","14","","1977-01-01",1786
10132,"Print","119","50","1977-12-16",654
10133,"Print","120","2-3","1978-01-20",654
10134,"Print","298","6","1978-02-09",207
10135,"Print","271","5641","1978-01-12",208
10136,"Print","301","1","1977-12-01",210
10137,"Print","301","2","1977-12-01",210
10138,"Print","5","13","1977-12-01",659
10139,"Print","24","1","1977-01-01",479
10140,"Print","11","6","1977-11-01",214
10141,"Print","142","12","1977-12-01",215
10142,"Print","43","10","1977-10-01",767
10143,"Print","68","61","1977-12-15",883
10144,"Print","43","11-12","1977-11-01",767
10145,"Print","85","587","1977-05-11",481
10146,"Print","86","592","1977-07-27",481
10147,"Print","119","1","1978-01-01",484
10148,"Print","4","2","1977-12-01",1587
10149,"Print","76","1","1978-02-01",219
10150,"Print","25","9","1977-11-01",885
10151,"Print","6","37","1977-11-05",226
10152,"Print","","6","1977-11-01",971
10153,"Print","15","4","1977-10-01",1798
10154,"Print","6","38","1977-11-12",226
10155,"Print","6","43","1977-12-17",226
10156,"Print","6","44","1977-12-24",226
10157,"Print","32","47","1977-11-21",228
10158,"Print","67","1","1978-01-03",666
10159,"Print","29","6","1977-11-01",487
10160,"Print","14","","1977-01-01",230
10161,"Print","13","6","1977-11-01",490
10162,"Print","74","12","1977-12-01",231
10163,"Print","36","3","1977-12-01",491
10164,"Print","199","1137","1977-12-30",492
10165,"Print","70","11","1977-11-01",232
10166,"Print","70","12","1977-12-01",232
10167,"Print","157","1","1978-01-01",493
10168,"Print","157","2","1978-02-01",493
10169,"Print","18","","1977-01-01",1239
10170,"Print","58","1","1978-01-01",1049
10171,"Print","2","2","1977-01-01",1338
10172,"Print","55","1","1977-11-24",1177
10173,"Print","55","2","1977-12-19",1177
10174,"Print","6","12","1975-12-01",1740
10175,"Print","27","3-6",NA,244
10176,"Print","14","6","1977-01-01",782
10177,"Print","","6 Suppl","1976-01-01",1386
10178,"Print","","62","1977-01-01",1387
10179,"Print","32","191","1975-01-01",1799
10180,"Print","13","2","1975-07-01",1800
10181,"Print","56","","1978-01-01",785
10182,"Print","60","12","1977-12-01",1801
10183,"Print","27","47","1977-10-21",506
10184,"Print","29","4","1977-10-01",1595
10185,"Print","121","1","1977-01-01",1716
10186,"Print","108","4","1978-01-28",677
10187,"Print","22","5","1977-12-01",788
10188,"Print","53","42","1977-12-09",679
10189,"Print","11","17-18","1977-12-01",1802
10190,"Print","71","2","1978-02-01",265
10191,"Print","","12","1977-12-01",266
10192,"Print","52","18","1977-10-22",267
10193,"Print","15","3","1977-11-01",1803
10194,"Print","1","5","1977-01-01",1694
10195,"Print","49","12","1977-01-01",900
10196,"Print","38","4","1977-12-15",1252
10197,"Print","11","6","1977-12-01",273
10198,"Print","42","3","1977-12-01",279
10199,"Print","27","11","1977-11-01",1804
10200,"Print","25","2","1978-02-01",523
10201,"Print","10","6","1977-12-01",526
10202,"Print","63","5","1977-09-01",1805
10203,"Print","11","1","1978-01-01",526
10204,"Print","55","4","1977-07-01",1806
10205,"Print","22","10","1977-10-01",288
10206,"Print","","6","1977-11-01",1563
10207,"Print","25","7","1977-07-01",1634
10208,"Print","84","2","1978-02-01",291
10209,"Print","27","1","1977-06-01",1807
10210,"Print","11","","1976-01-01",1343
10211,"Print","4","1","1977-06-01",988
10212,"Print","125","4","1976-10-01",532
10213,"Print","7","9","1977-09-01",990
10214,"Print","33","1","1978-01-01",298
10215,"Print","10","6","1977-01-01",1345
10216,"Print","16","1","1978-01-01",1188
10217,"Print","54","3","1978-01-31",904
10218,"Print","32","11-12","1977-11-01",690
10219,"Print","61","","1977-01-01",1808
10220,"Print","84","2","1977-09-01",692
10221,"Print","","27","1977-05-01",1809
10222,"Print","132","5-6","1977-01-01",308
10223,"Print","","12","1977-12-01",313
10224,"Print","36","5-6","1977-01-01",314
10225,"Print","33","4","1976-01-01",1530
10226,"Print","40","7-8","1977-07-01",1347
10227,"Print","77","6","1977-01-01",803
10228,"Print","57","1","1978-01-01",1348
10229,"Print","32","1","1978-01-01",543
10230,"Print","85","6","1977-11-01",700
10231,"Print","85B","5","1977-10-01",701
10232,"Print","47","4","1976-01-01",1497
10233,"Print","34","5","1977-01-01",548
10234,"Print","34","4","1977-12-01",553
10235,"Print","29","1-6","1975-01-01",1810
10236,"Print","21","6","1977-11-01",554
10237,"Print","95","3","1978-03-01",326
10238,"Print","31","2","1978-02-01",557
10239,"Print","23","2","1978-02-01",811
10240,"Print","107","2","1978-02-01",327
10241,"Print","2","4","1977-01-01",1355
10242,"Print","30","1","1978-01-01",560
10243,"Print","130","3","1978-02-01",328
10244,"Print","234","1","1978-01-01",330
10245,"Print","234","2","1978-02-01",330
10246,"Print","135","2","1978-02-01",331
10247,"Print","68","1","1978-01-01",332
10248,"Print","135","1","1978-01-01",564
10249,"Print","18","5","1977-01-01",1135
10250,"Print","7","11","1977-11-01",1502
10251,"Print","32","9","1977-10-01",816
10252,"Print","26","12","1977-12-01",334
10253,"Print","","6","1977-11-01",1640
10254,"Print","28","12","1977-12-01",1606
10255,"Print","128","12","1977-12-01",1075
10256,"Print","1","4","1977-04-01",1074
10257,"Print","128","3","1977-10-01",715
10258,"Print","23","1","1978-01-01",574
10259,"Print","87","1 Pt 1","1978-01-01",919
10260,"Print","43","3-4","1977-01-01",576
10261,"Print","27","2","1978-02-01",1359
10262,"Print","185","1","1978-01-15",345
10263,"Print","230","2","1977-12-01",579
10264,"Print","115","3","1977-12-15",349
10265,"Print","116","1","1978-01-23",349
10266,"Print","31","5","1977-01-01",350
10267,"Print","224","1-4","1977-07-29",581
10268,"Print","38","4","1977-11-21",355
10269,"Print","35","1","1978-01-01",1004
10270,"Print","22","6","1977-01-01",583
10271,"Print","22","8-9","1977-01-01",583
10272,"Print","55","4","1977-08-01",1082
10273,"Print","49","1 Pt 1","1978-01-01",589
10274,"Print","15","6","1977-01-01",1083
10275,"Print","","16 Pt 2","1977-01-01",1139
10276,"Print","15","11-12","1977-12-01",359
10277,"Print","167","3","1977-12-01",361
10278,"Print","19","1","1978-02-01",1
10279,"Print","79","4","1977-12-21",2
10280,"Print","80","1","1978-01-13",2
10281,"Print","80","2","1978-01-30",2
10282,"Print","27","2","1978-01-15",3
10283,"Print","27","11","1977-01-01",4
10284,"Print","21","1","1978-01-01",1085
10285,"Print","53","15","1977-08-15",590
10286,"Print","35","2","1978-03-01",1141
10287,"Print","53","20","1977-10-30",590
10288,"Print","53","21","1977-11-15",590
10289,"Print","53","22","1977-11-30",590
10290,"Print","144","2","1978-01-17",591
10291,"Print","144","4","1978-02-21",591
10292,"Print","50","1","1978-01-01",5
10293,"Print","72","1","1978-01-01",1142
10294,"Print","98","1","1978-01-01",7
10295,"Print","37","3","1977-11-01",8
10296,"Print","51","1","1978-03-01",928
10297,"Print","17","4","1978-02-21",10
10298,"Print","507","1","1978-02-02",11
10299,"Print","517","1","1978-01-26",11
10300,"Print","517","2","1978-02-16",11
10301,"Print","522","2","1978-02-10",11
10302,"Print","528","2","1978-02-27",11
10303,"Print","532","2","1978-02-15",11
10304,"Print","538","3","1978-02-01",11
10305,"Print","539","1","1978-02-13",11
10306,"Print","8","1","1978-01-01",835
10307,"Print","43","1","1978-01-01",366
10308,"Print","32","3-4","1977-01-01",595
10309,"Print","5","4","1977-01-01",1811
10310,"Print","26","6","1977-12-01",596
10311,"Print","20","1","1978-01-01",371
10312,"Print","85","1","1978-01-01",16
10313,"Print","36","1","1978-01-20",374
10314,"Print","62","2","1978-02-01",21
10315,"Print","11","4","1977-12-01",1362
10316,"Print","65","2","1978-02-01",24
10317,"Print","34","1","1978-01-01",1263
10318,"Print","1","6110","1978-02-18",25
10319,"Print","1","6111","1978-02-25",25
10320,"Print","140","2","1978-01-27",26
10321,"Print","19","1","1978-01-01",1209
10322,"Print","25","1","1978-01-01",28
10323,"Print","117","10","1977-11-19",724
10324,"Print","38","3","1978-03-01",32
10325,"Print","62","1","1978-01-01",1366
10326,"Print","11","6","1977-11-01",1088
10327,"Print","116","49","1977-12-09",35
10328,"Print","11","1","1978-01-01",839
10329,"Print","185","4","1977-12-28",600
10330,"Print","186","2","1978-01-17",600
10331,"Print","13","2","1978-02-01",1145
10332,"Print","25","11","1977-11-01",726
10333,"Print","16","4","1975-11-01",1812
10334,"Print","24","2","1978-02-01",41
10335,"Print","13","2","1978-02-01",841
10336,"Print","2","4","1977-12-01",1368
10337,"Print","30","1","1977-10-01",384
10338,"Print","52","1","1977-01-01",46
10339,"Print","83","3","1977-11-15",728
10340,"Print","1","3","1977-01-01",1813
10341,"Print","1","5","1977-01-01",1813
10342,"Print","58","2C","1977-01-01",49
10343,"Print","63","5","1977-01-01",1814
10344,"Print","38","6","1975-06-01",1815
10345,"Print","103","6","1978-02-10",61
10346,"Print","15","1","1978-01-01",394
10347,"Print","93","21","1977-01-01",395
10348,"Print","3","2","1976-01-01",1816
10349,"Print","5","","1976-01-01",65
10350,"Print","23","1","1978-01-01",66
10351,"Print","82","2","1978-01-16",68
10352,"Print","83","1","1978-02-01",68
10353,"Print","127","1","1977-12-30",607
10354,"Print","26","1","1978-01-01",398
10355,"Print","6","2","1978-02-01",72
10356,"Print","59","1","1978-03-01",400
10357,"Print","44","1","1978-02-01",737
10358,"Print","34","2","1978-02-15",401
10359,"Print","41","1","1978-01-01",613
10360,"Print","86","2","1978-02-15",403
10361,"Print","37","2","1978-02-01",848
10362,"Print","24","1","1978-01-01",1018
10363,"Print","6","1","1978-01-01",1467
10364,"Print","9","3","1978-01-01",79
10365,"Print","62","2","1978-02-01",80
10366,"Print","14","1","1978-01-14",407
10367,"Print","39","","1977-06-01",1710
10368,"Print","8","5-6","1977-01-01",1218
10369,"Print","","1","1978-01-01",618
10370,"Print","48","12","1977-12-01",741
10371,"Print","18","9","1977-09-01",83
10372,"Print","23","1","1978-01-01",87
10373,"Print","52","3","1978-02-01",853
10374,"Print","40","1","1977-12-29",1549
10375,"Print","14","1","1978-01-01",621
10376,"Print","6","1","1978-02-01",1314
10377,"Print","15","1","1978-01-01",96
10378,"Print","34","1","1978-01-01",97
10379,"Print","34","2","1978-02-01",97
10380,"Print","15","10","1977-10-01",98
10381,"Print","65","6","1977-06-01",623
10382,"Print","19","1","1978-01-01",99
10383,"Print","16","1","1978-03-01",416
10384,"Print","21","2","1978-02-15",102
10385,"Print","22","3","1977-01-01",744
10386,"Print","10","5","1977-11-01",104
10387,"Print","17","2","1978-02-01",1414
10388,"Print","15","4","1978-01-01",107
10389,"Print","44","5-6","1978-01-01",944
10390,"Print","1","8","1977-01-01",1684
10391,"Print","153","2","1978-02-01",94
10392,"Print","43","6","1977-12-01",1416
10393,"Print","44","1","1978-01-01",1416
10394,"Print","31","1","1978-01-01",425
10395,"Print","45","6","1977-12-01",113
10396,"Print","43","3","1977-12-01",426
10397,"Print","133","2","1978-02-01",117
10398,"Print","83","1","1978-01-01",118
10399,"Print","253","4","1978-02-25",119
10400,"Print","253","5","1978-03-10",119
10401,"Print","6","1","1978-01-01",747
10402,"Print","60","1","1978-01-01",1618
10403,"Print","7","1","1978-01-01",126
10404,"Print","18","2-3","1978-02-01",129
10405,"Print","3","6","1977-12-01",860
10406,"Print","46","1","1978-02-01",131
10407,"Print","56","10","1977-10-01",132
10408,"Print","26","2","1978-02-01",138
10409,"Print","120","1","1978-01-01",434
10410,"Print","79","1","1978-01-01",1817
10411,"Print","79","2","1978-02-01",1817
10412,"Print","91","3","1978-03-01",436
10413,"Print","13","1","1975-10-01",1818
10414,"Print","60","12","1977-12-01",437
10415,"Print","15","12","1977-12-01",635
10416,"Print","16","2","1978-02-01",635
10417,"Print","203","1","1978-01-01",148
10418,"Print","104","1","1978-01-01",151
10419,"Print","30","2","1978-02-01",153
10420,"Print","23","5","1977-01-01",440
10421,"Print","64","1","1978-02-01",752
10422,"Print","30","2","1978-02-01",444
