"journal_sk","journal_title","journal_iso_abbreviation"
1368,"Clinical and experimental dermatology","Clin Exp Dermatol"
1369,"CRC critical reviews in microbiology","CRC Crit Rev Microbiol"
1370,"Entomological news","Entomol News"
1371,"Gynecologic investigation","Gynecol Invest"
1372,"Hormone research","Horm Res"
1373,"IARC scientific publications","IARC Sci Publ"
1374,"International review of physiology","Int Rev Physiol"
1375,"Journal de biologie buccale","J Biol Buccale"
1376,"Journal of embryology and experimental morphology","J Embryol Exp Morphol"
1377,"Journal of periodontal research","J Periodontal Res"
1378,"The Journal of preventive dentistry","J Prev Dent"
1379,"Meditsinskaia sestra","Med Sestra"
1380,"Methods of biochemical analysis","Methods Biochem Anal"
1381,"Neurologia, neurocirugia, psiquiatria","Neurol Neurocir Psiquiatr"
1382,"Neuroscience","Neuroscience"
1383,"Postepy higieny i medycyny doswiadczalnej","Postepy Hig Med Dosw"
1384,"Progress in allergy","Prog Allergy"
1385,"Die Quintessenz","Quintessenz"
1386,"Przeglad dermatologiczny","Przegl Dermatol"
1387,"Recent results in cancer research. Fortschritte der Krebsforschung. Progres dans les recherches sur le cancer","Recent Results Cancer Res"
1388,"Revue d'epidemiologie et de sante publique","Rev Epidemiol Sante Publique"
1389,"Rhinology","Rhinology"
1390,"Soins; la revue de reference infirmiere","Soins"
1391,"Rozhledy v chirurgii : mesicnik Ceskoslovenske chirurgicke spolecnosti","Rozhl Chir"
1392,"Virologie","Virologie"
1393,"Voprosy onkologii","Vopr Onkol"
1394,"Zeitschrift fur Immunitatsforschung. Immunobiology","Z Immunitatsforsch Immunobiol"
1395,"Zeitschrift fur Orthopadie und ihre Grenzgebiete","Z Orthop Ihre Grenzgeb"
1396,"Advances in microbial physiology","Adv Microb Physiol"
1397,"Advances in pediatrics","Adv Pediatr"
1398,"The American journal of sports medicine","Am J Sports Med"
1399,"Annales de radiologie","Ann Radiol (Paris)"
1400,"Archives d'anatomie microscopique et de morphologie experimentale","Arch Anat Microsc Morphol Exp"
1401,"Archiv fur Tierernahrung","Arch Tierernahr"
1402,"Archives d'ophtalmologie","Arch Ophtalmol (Paris)"
1403,"Bulletin de la Societe medicale d'Afrique noire de langue francaise","Bull Soc Med Afr Noire Lang Fr"
1404,"Chemotherapy","Chemotherapy"
1405,"Chirurgie; memoires de l'Academie de chirurgie","Chirurgie"
1406,"Endokrynologia Polska","Endokrynol Pol"
1407,"Essays in biochemistry","Essays Biochem"
1408,"European urology","Eur Urol"
1409,"Experimental and molecular pathology","Exp Mol Pathol"
1410,"Dental dimensions","Dent Dimens"
1411,"Folia clinica internacional","Folia Clin Int (Barc)"
1412,"Scripta medica","Scr Med (Brno)"
1413,"RoFo : Fortschritte auf dem Gebiete der Rontgenstrahlen und der Nuklearmedizin","Rofo"
1414,"Investigative ophthalmology & visual science","Invest Ophthalmol Vis Sci"
1415,"Iowa Dental Bulletin","Iowa Dent Bull"
1416,"Journal of applied physiology: respiratory, environmental and exercise physiology","J Appl Physiol Respir Environ Exerc Physiol"
1417,"Journal of the American Medical Women's Association (1972)","J Am Med Womens Assoc (1972)"
1418,"Journal of medicine","J Med"
1419,"Journal of the Georgia Dental Association","J Ga Dent Assoc"
1420,"Journal of periodontology","J Periodontol"
1421,"Nihon seirigaku zasshi. Journal of the Physiological Society of Japan","Nihon Seirigaku Zasshi"
1422,"Leprosy review","Lepr Rev"
1423,"Methods in enzymology","Methods Enzymol"
1424,"Minerva urologica","Minerva Urol"
1425,"Minerva cardioangiologica","Minerva Cardioangiol"
1426,"Minerva ginecologica","Minerva Ginecol"
1427,"The New Zealand dental journal","N Z Dent J"
1428,"New Zealand veterinary journal","N Z Vet J"
1429,"ONA journal","ONA J"
1430,"Oral surgery, oral medicine, and oral pathology","Oral Surg Oral Med Oral Pathol"
1431,"Odontologia chilena","Odontol Chil"
1432,"Padiatrie und Grenzgebiete","Padiatr Grenzgeb"
1433,"Pahlavi medical journal","Pahlavi Med J"
1434,"Praxis der Pneumologie","Prax Pneumol"
1435,"La Prensa medica mexicana","Prensa Med Mex"
1436,"Progress in drug research. Fortschritte der Arzneimittelforschung. Progres des recherches pharmaceutiques","Prog Drug Res"
1437,"Revue du rhumatisme et des maladies osteo-articulaires","Rev Rhum Mal Osteoartic"
1438,"Rocky Mountain medical journal","Rocky Mt Med J"
1439,"Scandinavian journal of clinical and laboratory investigation. Supplementum","Scand J Clin Lab Invest Suppl"
1440,"Texas medicine","Tex Med"
1441,"Survey of ophthalmology","Surv Ophthalmol"
1442,"Sudebno-meditsinskaia ekspertiza","Sud Med Ekspert"
1443,"Tropical diseases bulletin","Trop Dis Bull"
1444,"Zdravookhranenie Rossiiskoi Federatsii","Zdravookhr Ross Fed"
1445,"Anais do Instituto de Higiene e Medicina Tropical","An Inst Hig Med Trop (Lisb)"
1446,"Annales de la nutrition et de l'alimentation","Ann Nutr Aliment"
1447,"Annales de la Societe belge de medecine tropicale","Ann Soc Belg Med Trop"
1448,"Nihon geka hokan. Archiv fur japanische Chirurgie","Nihon Geka Hokan"
1449,"Beitrage zur Pathologie","Beitr Pathol"
1450,"Bulletin europeen de physiopathologie respiratoire","Bull Eur Physiopathol Respir"
1451,"Bulletin of the history of medicine","Bull Hist Med"
1452,"Bulletin on the rheumatic diseases","Bull Rheum Dis"
1453,"Brain, behavior and evolution","Brain Behav Evol"
1454,"Broncho-pneumologie","Bronchopneumologie"
1455,"Canadian Psychiatric Association journal","Can Psychiatr Assoc J"
1456,"Cancer letters","Cancer Lett"
1457,"Cardiologia pratica","Cardiol Prat"
1458,"Clinical pharmacokinetics","Clin Pharmacokinet"
1459,"Contributions to nephrology","Contrib Nephrol"
1460,"CRC critical reviews in clinical laboratory sciences","CRC Crit Rev Clin Lab Sci"
1461,"Cutis","Cutis"
1462,"Cytobios","Cytobios"
1463,"Drug and alcohol dependence","Drug Alcohol Depend"
1464,"Environmental health perspectives","Environ Health Perspect"
1465,"Experimental aging research","Exp Aging Res"
1466,"Dental hygiene","Dent Hyg (Chic)"
1467,"The Journal of international medical research","J Int Med Res"
1468,"Differentiation; research in biological diversity","Differentiation"
1469,"Hospital practice","Hosp Pract"
1470,"Irish journal of medical science","Ir J Med Sci"
1471,"Helvetica chimica acta","Helv Chim Acta"
1472,"The Histochemical journal","Histochem J"
1473,"Izvestiia Akademii nauk SSSR. Seriia biologicheskaia","Izv Akad Nauk SSSR Biol"
1474,"Journal of the American Optometric Association","J Am Optom Assoc"
1475,"Journal of psychiatric research","J Psychiatr Res"
1476,"The Journal of the Medical Society of New Jersey","J Med Soc N J"
1477,"Krankenpflege (Frankfurt am Main, Germany)","Krankenpflege (Frankf)"
1478,"National Cancer Institute monograph","Natl Cancer Inst Monogr"
1479,"Minerva nefrologica","Minerva Nefrol"
1480,"Otolaryngologia polska = The Polish otolaryngology","Otolaryngol Pol"
1481,"Pediatric nursing","Pediatr Nurs"
1482,"Nursing outlook","Nurs Outlook"
1483,"Nursing times","Nurs Times"
1484,"Progress in biochemical pharmacology","Prog Biochem Pharmacol"
1485,"Revue d'electroencephalographie et de neurophysiologie clinique","Rev Electroencephalogr Neurophysiol Clin"
1486,"Revista do Hospital das Clinicas","Rev Hosp Clin Fac Med Sao Paulo"
1487,"Rivista italiana di ginecologia","Riv Ital Ginecol"
1488,"Svensk tandlakare tidskrift. Swedish dental journal","Sven Tandlak Tidskr"
1489,"Thai journal of nursing","Thai J Nurs"
1490,"Therapie der Gegenwart","Ther Ggw"
1491,"T.-I.-T. journal of life sciences","TIT J Life Sci"
1492,"Vitamins and hormones","Vitam Horm"
1493,"Zeitschrift fur Krankenpflege. Revue suisse des infirmieres","Z Krankenpfl"
1494,"Virginia medical","Va Med"
1495,"Acta cardiologica","Acta Cardiol"
1496,"Acta haematologica","Acta Haematol"
1497,"Acta physiologica Academiae Scientiarum Hungaricae","Acta Physiol Acad Sci Hung"
1498,"Advances in chromatography","Adv Chromatogr"
1499,"Advances in nephrology from the Necker Hospital","Adv Nephrol Necker Hosp"
1500,"Advances in immunology","Adv Immunol"
1501,"Age and ageing","Age Ageing"
1502,"Aktuelle Gerontologie","Aktuelle Gerontol"
1503,"Annales de dermatologie et de venereologie","Ann Dermatol Venereol"
1504,"Annales chirurgiae et gynaecologiae","Ann Chir Gynaecol"
1505,"Arquivos de neuro-psiquiatria","Arq Neuropsiquiatr"
1506,"Boletin de la Oficina Sanitaria Panamericana. Pan American Sanitary Bureau","Bol Oficina Sanit Panam"
1507,"Bulletin du cancer","Bull Cancer"
1508,"Clinics in gastroenterology","Clin Gastroenterol"
1509,"Confinia psychiatrica. Borderland of psychiatry. Grenzgebiete der Psychiatrie. Les Confins de la psychiatrie","Confin Psychiatr"
1510,"Developmental psychobiology","Dev Psychobiol"
1511,"Developmental medicine and child neurology","Dev Med Child Neurol"
1512,"Giornale italiano di chemioterapia","G Ital Chemioter"
1513,"Group practice","Group Pract"
1514,"Journal of the American Pharmaceutical Association","J Am Pharm Assoc"
1515,"Journal of human stress","J Human Stress"
1516,"Journal of mathematical biology","J Math Biol"
1517,"The Journal of the Florida Medical Association","J Fla Med Assoc"
1518,"Journal of personality and social psychology","J Pers Soc Psychol"
1519,"Sangyo igaku. Japanese journal of industrial health","Sangyo Igaku"
1520,"The Kobe journal of medical sciences","Kobe J Med Sci"
1521,"Leprosy in India","Lepr India"
1522,"North Carolina medical journal","N C Med J"
1523,"The Nebraska medical journal","Nebr Med J"
1524,"The New York state dental journal","N Y State Dent J"
1525,"Oftalmologicheskii zhurnal","Oftalmol Zh"
1526,"The P. A. journal","PA J"
1527,"Preventive medicine","Prev Med"
1528,"Revue francaise de gynecologie et d'obstetrique","Rev Fr Gynecol Obstet"
1529,"Annals of the Medical Section of the Polish Academy of Sciences","Ann Med Sect Pol Acad Sci"
1530,"Acta medica Academiae Scientiarum Hungaricae","Acta Med Acad Sci Hung"
1531,"Advances in biochemical psychopharmacology","Adv Biochem Psychopharmacol"
1532,"The American journal of Chinese medicine","Am J Chin Med (Gard City N Y)"
1533,"Annales de recherches veterinaires. Annals of veterinary research","Ann Rech Vet"
1534,"Bangladesh Medical Research Council bulletin","Bangladesh Med Res Counc Bull"
1535,"Blood vessels","Blood Vessels"
1536,"Bulletin of the Los Angeles neurological societies","Bull Los Angeles Neurol Soc"
1537,"Bulletin et memoires de l'Academie royale de medecine de Belgique","Bull Mem Acad R Med Belg"
1538,"British journal of hospital medicine","Br J Hosp Med"
1539,"British journal of preventive & social medicine","Br J Prev Soc Med"
1540,"Clinics in plastic surgery","Clin Plast Surg"
1541,"Clinical science and molecular medicine. Supplement","Clin Sci Mol Med Suppl"
1542,"Contributions to gynecology and obstetrics","Contrib Gynecol Obstet"
1543,"Child welfare","Child Welfare"
1544,"Experimental brain research","Exp Brain Res"
1545,"Giornale di batteriologia, virologia ed immunologia","G Batteriol Virol Immunol"
1546,"Godisen zbornik na Medicinskiot fakultet vo Skopje","God Zb Med Fak Skopje"
1547,"Hospital administration currents","Hosp Admin Curr"
1548,"Human pathology","Hum Pathol"
1549,"Human genetics","Hum Genet"
1550,"The Journal of foot surgery","J Foot Surg"
1551,"Journal of experimental psychology. General","J Exp Psychol Gen"
1552,"Maryland state medical journal","Md State Med J"
1553,"Microbiology and immunology","Microbiol Immunol"
1554,"The Ohio State medical journal","Ohio State Med J"
1555,"Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift fur Augenheilkunde","Ophthalmologica"
1556,"Otolaryngologic clinics of North America","Otolaryngol Clin North Am"
1557,"Den Norske tannlaegeforenings tidende","Nor Tannlaegeforen Tid"
1558,"The Physiologist","Physiologist"
1559,"Rational drug therapy","Ration Drug Ther"
1560,"Revista de chirurgie, oncologie, radiologie, o. r. l., oftalmologie, stomatologie. Seria: Stomatologie","Rev Chir Oncol Radiol O R L Oftalmol Stomatol Ser Stomatol"
1561,"Revue suisse de zoologie; annales de la Societe zoologique suisse et du Museum d'histoire naturelle de Geneve","Rev Suisse Zool"
1562,"Science progress","Sci Prog"
1563,"Vestnik oftalmologii","Vestn Oftalmol"
1564,"Women & health","Women Health"
1565,"Zeitschrift fur Versuchstierkunde","Z Versuchstierkd"
1566,"Acta paediatrica Belgica","Acta Paediatr Belg"
1567,"Advances in virus research","Adv Virus Res"
1568,"Annals of dentistry","Ann Dent"
1569,"Annales d'endocrinologie","Ann Endocrinol (Paris)"
1570,"Annals of the rheumatic diseases","Ann Rheum Dis"
1571,"Archivio per le scienze mediche","Arch Sci Med (Torino)"
1572,"No to shinkei = Brain and nerve","No To Shinkei"
1573,"Clinical obstetrics and gynecology","Clin Obstet Gynecol"
1574,"Communicating nursing research","Commun Nurs Res"
1575,"Endoscopy","Endoscopy"
1576,"Ethiopian medical journal","Ethiop Med J"
1577,"The Dental technician","Dent Tech"
1578,"G.E.N","G E N"
1579,"Folia medica","Folia Med (Plovdiv)"
1580,"IARC monographs on the evaluation of the carcinogenic risk of chemicals to man","IARC Monogr Eval Carcinog Risk Chem Man"
1581,"Journal of allied health","J Allied Health"
1582,"ASDC journal of dentistry for children","ASDC J Dent Child"
1583,"Journal of the Indian Medical Association","J Indian Med Assoc"
1584,"Journal of the Royal Naval Medical Service","J R Nav Med Serv"
1585,"Medicinski arhiv","Med Arh"
1586,"The New Zealand nursing journal. Kai tiaki","N Z Nurs J"
1587,"Pain","Pain"
1588,"Nursing forum","Nurs Forum"
1589,"Nursing mirror","Nurs Mirror"
1590,"Pharmacological research communications","Pharmacol Res Commun"
1591,"Progress in clinical immunology","Prog Clin Immunol"
1592,"Progress in pediatric surgery","Prog Pediatr Surg"
1593,"Reumatismo","Reumatismo"
1594,"Riso report","RISO Rep"
1595,"Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion","Rev Invest Clin"
1596,"Rivista di medicina aeronautica e spaziale","Riv Med Aeronaut Spaz"
1597,"Sbornik lekarsky","Sb Lek"
1598,"Somatic cell genetics","Somatic Cell Genet"
1599,"Sexually transmitted diseases","Sex Transm Dis"
1600,"Trustee : the journal for hospital governing boards","Trustee"
1601,"World journal of surgery","World J Surg"
1602,"Acta ophthalmologica. Supplementum","Acta Ophthalmol Suppl"
1603,"Acta orthopaedica Scandinavica","Acta Orthop Scand"
1604,"Acta radiologica: therapy, physics, biology","Acta Radiol Ther Phys Biol"
1605,"Alaska medicine","Alaska Med"
1606,"Angiology","Angiology"
1607,"Annales immunologiae Hungaricae","Ann Immunol Hung"
1608,"Archives d'anatomie et de cytologie pathologiques","Arch Anat Cytol Pathol"
1609,"The Australian and New Zealand journal of surgery","Aust N Z J Surg"
1610,"British journal of industrial medicine","Br J Ind Med"
1611,"Child: care, health and development","Child Care Health Dev"
1612,"Contemporary topics in immunobiology","Contemp Top Immunobiol"
1613,"Gynecologie","Gynecologie"
1614,"Zuchthygiene","Zuchthygiene"
1615,"Fysiatricky a reumatologicky vestnik","Fysiatr Revmatol Vestn"
1616,"Indian journal of physiology and pharmacology","Indian J Physiol Pharmacol"
1617,"The Iowa dental journal","Iowa Dent J"
1618,"The Journal of bone and joint surgery. American volume","J Bone Joint Surg Am"
1619,"Journal of clinical orthodontics : JCO","J Clin Orthod"
1620,"Journal of environmental science and health. Part. B, Pesticides, food contaminants, and agricultural wastes","J Environ Sci Health B"
1621,"Journal of human nutrition","J Hum Nutr"
1622,"Journal of endodontics","J Endod"
1623,"Journal of pediatric ophthalmology","J Pediatr Ophthalmol"
1624,"Materia medica Polona. Polish journal of medicine and pharmacy","Mater Med Pol"
1625,"Memorias do Instituto Butantan","Mem Inst Butantan"
1626,"Neuropadiatrie","Neuropadiatrie"
1627,"Pennsylvania medicine","Pa Med"
1628,"Problemi na khigienata","Probl Khig"
1629,"Revista espanola de anestesiologia y reanimacion","Rev Esp Anestesiol Reanim"
1630,"Revista enfermagem em novas dimensoes","Rev Enferm Nov Dimens"
1631,"Revue internationale du trachome et de pathologie oculaire tropicale et subtropicale : organe de la Ligue contre le trachome avec la collaboration de l'International Organization against Trachoma et des organisations nationales et inter...","Rev Int Trach Pathol Ocul Trop Subtrop"
1632,"Rivista di patologia nervosa e mentale","Riv Patol Nerv Ment"
1633,"Tidskrift for sjukvardspedagoger","Tidskr Sjukvardspedagog"
1634,"Viata medicala; revista de informare profesionala si stiintifica a cadrelor medii sanitare","Viata Med Rev Inf Prof Stiint Cadrelor Medii Sanit"
1635,"Urban health","Urban Health"
1636,"Vardfacket","Vardfacket"
1637,"Zdravotnicka pracovnice","Zdrav Prac"
1638,"Actas urologicas espanolas","Actas Urol Esp"
1639,"Aktuelle Probleme in Chirurgie und Orthopadie","Aktuelle Probl Chir Orthop"
1640,"Anesteziologiia i reanimatologiia","Anesteziol Reanimatol"
1641,"The American nurse","Am Nurse"
1642,"Ceskoslovenska gastroenterologie a vyziva","Cesk Gastroenterol Vyz"
1643,"The Bulletin of Tokyo Medical and Dental University","Bull Tokyo Med Dent Univ"
1644,"CRC critical reviews in diagnostic imaging","CRC Crit Rev Diagn Imaging"
1645,"Current topics in molecular endocrinology","Curr Top Mol Endocrinol"
1646,"The Chinese journal of physiology","Chin J Physiol"
1647,"Folia biologica","Folia Biol (Krakow)"
1648,"Dental student","Dent Stud"
1649,"Folia primatologica; international journal of primatology","Folia Primatol (Basel)"
1650,"The Hospital medical staff","Hosp Med Staff"
1651,"Journal of the American Academy of Child Psychiatry","J Am Acad Child Psychiatry"
1652,"Journal of the Indian Dental Association","J Indian Dent Assoc"
1653,"Kansenshogaku zasshi. The Journal of the Japanese Association for Infectious Diseases","Kansenshogaku Zasshi"
1654,"Narodno zdravlje","Nar Zdrav"
1655,"NIHAE bulletin","NIHAE Bull"
1656,"Praxis und Klinik der Pneumologie","Prax Klin Pneumol"
1657,"Reumatologia","Reumatologia"
1658,"Revista medica de Chile","Rev Med Chil"
1659,"Revista latinoamericana de microbiologia","Rev Latinoam Microbiol"
1660,"Scientific American","Sci Am"
1661,"Teratology","Teratology"
1662,"Transactions of the Pacific Coast Oto-Ophthalmological Society annual meeting","Trans Pac Coast Otoophthalmol Soc Annu Meet"
1663,"The Turkish journal of pediatrics","Turk J Pediatr"
1664,"Verhandelingen - Koninklijke Academie voor Geneeskunde van Belgie","Verh K Acad Geneeskd Belg"
1665,"Acta endocrinologica. Supplementum","Acta Endocrinol Suppl (Copenh)"
1666,"Zhurnal voprosy neirokhirurgii imeni N. N. Burdenko","Zh Vopr Neirokhir Im N N Burdenko"
1667,"Acta haematologica Polonica","Acta Haematol Pol"
1668,"Acta medica Iugoslavica","Acta Med Iugosl"
1669,"Annals of neurology","Ann Neurol"
1670,"The Annals of otology, rhinology & laryngology. Supplement","Ann Otol Rhinol Laryngol Suppl"
1671,"The Canadian journal of neurological sciences. Le journal canadien des sciences neurologiques","Can J Neurol Sci"
1672,"Chirurgia italiana","Chir Ital"
1673,"Bulletin de la Societe des sciences medicales du Grand-Duche de Luxembourg","Bull Soc Sci Med Grand Duche Luxemb"
1674,"Bulletin des societes d'ophtalmologie de France","Bull Soc Ophtalmol Fr"
1675,"Chirurgia narzadow ruchu i ortopedia polska","Chir Narzadow Ruchu Ortop Pol"
1676,"EEG-EMG Zeitschrift fur Elektroenzephalographie, Elektromyographie und verwandte Gebiete","EEG EMG Z Elektroenzephalogr Elektromyogr Verwandte Geb"
1677,"Ergebnisse der inneren Medizin und Kinderheilkunde","Ergeb Inn Med Kinderheilkd"
1678,"Exposes annuels de biochimie medicale","Expos Annu Biochim Med"
1679,"Delaware medical journal","Del Med J"
1680,"Diabete & metabolisme","Diabete Metab"
1681,"Gastroenterologie clinique et biologique","Gastroenterol Clin Biol"
1682,"Hormones and behavior","Horm Behav"
1683,"The International journal of neuroscience","Int J Neurosci"
1684,"Hemoglobin","Hemoglobin"
1685,"The Journal of bone and joint surgery. British volume","J Bone Joint Surg Br"
1686,"Journal of child psychology and psychiatry, and allied disciplines","J Child Psychol Psychiatry"
1687,"Medical & biological illustration","Med Biol Illus"
1688,"The Laryngoscope","Laryngoscope"
1689,"Leber, Magen, Darm","Leber Magen Darm"
1690,"Pneumonologia polska","Pneumonol Pol"
1691,"Quarterly journal of experimental physiology and cognate medical sciences","Q J Exp Physiol Cogn Med Sci"
1692,"Radioisotopes","Radioisotopes"
1693,"Revista de farmacia e bioquimica da Universidade de Sao Paulo","Rev Farm Bioquim Univ Sao Paulo"
1694,"Swedish dental journal","Swed Dent J"
1695,"The Urologic clinics of North America","Urol Clin North Am"
1696,"Transactions. Section on Ophthalmology. American Academy of Ophthalmology and Otolaryngology","Trans Sect Ophthalmol Am Acad Ophthalmol Otolaryngol"
1697,"Transactions. Section on Otolaryngology. American Academy of Ophthalmology and Otolaryngology","Trans Sect Otolaryngol Am Acad Ophthalmol Otolaryngol"
1698,"Zeitschrift fur Ernahrungswissenschaft","Z Ernahrungswiss"
1699,"Zeitschrift fur medizinische Laboratoriumsdiagnostik","Z Med Lab Diagn"
1700,"Acta neurologica Scandinavica. Supplementum","Acta Neurol Scand Suppl"
1701,"Actas luso-espanolas de neurologia, psiquiatria y ciencias afines","Actas Luso Esp Neurol Psiquiatr Cienc Afines"
1702,"American journal of psychotherapy","Am J Psychother"
1703,"Annals of ophthalmology","Ann Ophthalmol"
1704,"Archivos del Instituto de Cardiologia de Mexico","Arch Inst Cardiol Mex"
1705,"The Australian & New Zealand journal of obstetrics & gynaecology","Aust N Z J Obstet Gynaecol"
1706,"Bulletin of the World Health Organization","Bull World Health Organ"
1707,"Current topics in developmental biology","Curr Top Dev Biol"
1708,"Jikken dobutsu. Experimental animals","Jikken Dobutsu"
1709,"Experimental cell biology","Exp Cell Biol"
1710,"Developments in biological standardization","Dev Biol Stand"
1711,"Journal of dentistry","J Dent"
1712,"The Journal of the American Association of Nephrology Nurses & Technicians","J Am Assoc Nephrol Nurses Tech"
1713,"Journal of oral medicine","J Oral Med"
1714,"Medical journal of Osaka University","Med J Osaka Univ"
1715,"Molecular biology, biochemistry, and biophysics","Mol Biol Biochem Biophys"
1716,"Schweizer Archiv fur Neurologie, Neurochirurgie und Psychiatrie = Archives suisses de neurologie, neurochirurgie et de psychiatrie","Schweiz Arch Neurol Neurochir Psychiatr"
1717,"The Science of the total environment","Sci Total Environ"
1718,"Seminars in arthritis and rheumatism","Semin Arthritis Rheum"
1719,"Society of General Physiologists series","Soc Gen Physiol Ser"
1720,"Tissue & cell","Tissue Cell"
1721,"Der Urologe. Ausg. A","Urologe A"
1722,"Acta chirurgica Scandinavica. Supplementum","Acta Chir Scand Suppl"
1723,"Acquisitions medicales recentes","Acquis Med Recent"
1724,"Advances in human genetics","Adv Hum Genet"
1725,"Annali di ostetricia, ginecologia, medicina perinatale","Ann Ostet Ginecol Med Perinat"
1726,"Archivos latinoamericanos de nutricion","Arch Latinoam Nutr"
1727,"Bulletin of the Ophthalmological Society of Egypt","Bull Ophthalmol Soc Egypt"
1728,"Catheterization and cardiovascular diagnosis","Cathet Cardiovasc Diagn"
1729,"Current problems in cardiology","Curr Probl Cardiol"
1730,"Fortschritte der Andrologie","Fortschr Androl"
1731,"Xianggang hu li za zhi. The Hong Kong nursing journal","Xianggang Hu Li Za Zhi"
1732,"Human factors","Hum Factors"
1733,"Journal of health politics, policy and law","J Health Polit Policy Law"
1734,"Journal de genetique humaine","J Genet Hum"
1735,"Journal of medical primatology","J Med Primatol"
1736,"[Rinsho ketsueki] The Japanese journal of clinical hematology","Rinsho Ketsueki"
1737,"Padiatrie und Padologie. Supplementum","Padiatr Padol Suppl"
1738,"Pathology annual","Pathol Annu"
1739,"Praktische Anasthesie, Wiederbelebung und Intensivtherapie","Prakt Anaesth"
1740,"Quintessence international, dental digest","Quintessence Int Dent Dig"
1741,"Protetyka stomatologiczna","Protet Stomatol"
1742,"Revista de gastroenterologia de Mexico","Rev Gastroenterol Mex"
1743,"Revista paulista de medicina","Rev Paul Med"
1744,"Scandinavian journal of respiratory diseases. Supplementum","Scand J Respir Dis Suppl"
1745,"Tijdschrift voor gastro-enterologie","Tijdschr Gastroenterol"
1746,"Sudhoffs Archiv","Sudhoffs Arch"
1747,"Acta morphologica Neerlando-Scandinavica","Acta Morphol Neerl Scand"
1748,"Advances in anatomy, embryology, and cell biology","Adv Anat Embryol Cell Biol"
1749,"Advances in cyclic nucleotide research","Adv Cyclic Nucleotide Res"
1750,"Acta veterinaria Academiae Scientiarum Hungaricae","Acta Vet Acad Sci Hung"
1751,"Archives of sexual behavior","Arch Sex Behav"
1752,"Archives of oto-rhino-laryngology","Arch Otorhinolaryngol"
1753,"Circulatory shock","Circ Shock"
1754,"Rinsho shinkeigaku = Clinical neurology","Rinsho Shinkeigaku"
1755,"CRC critical reviews in food science and nutrition","CRC Crit Rev Food Sci Nutr"
1756,"Documenta ophthalmologica. Advances in ophthalmology","Doc Ophthalmol"
1757,"Imprint","Imprint"
1758,"Indian journal of public health","Indian J Public Health"
1759,"International dental journal","Int Dent J"
1760,"Journal of psychiatric nursing and mental health services","J Psychiatr Nurs Ment Health Serv"
1761,"Journal of medical genetics","J Med Genet"
1762,"Journal of morphology","J Morphol"
1763,"Mykosen","Mykosen"
1764,"Obstetrics and gynecology annual","Obstet Gynecol Annu"
1765,"Occupational health nursing","Occup Health Nurs"
1766,"The Nigerian nurse","Niger Nurse"
1767,"Professioni infermieristiche","Prof Inferm"
1768,"Revue canadienne de biologie","Rev Can Biol"
1769,"Revista brasileira de enfermagem","Rev Bras Enferm"
1770,"WHO chronicle","WHO Chron"
1771,"Acta geneticae medicae et gemellologiae","Acta Genet Med Gemellol (Roma)"
1772,"Acta medica Okayama","Acta Med Okayama"
1773,"Acta medica Polona","Acta Med Pol"
1774,"Acta tuberculosea et pneumologica Belgica","Acta Tuberc Pneumol Belg"
1775,"Ars curandi em odontologia","Ars Curandi Odontol"
1776,"Boletin de estudios medicos y biologicos","Bol Estud Med Biol"
1777,"Fogorvosi szemle","Fogorv Sz"
1778,"Journal of obstetrics and gynaecology of India","J Obstet Gynaecol India"
1779,"Gene","Gene"
1780,"Gerontology","Gerontology"
1781,"International journal of neurology","Int J Neurol"
1782,"Journal of clinical pathology. Supplement (Association of Clinical Pathologists)","J Clin Pathol Suppl (Assoc Clin Pathol)"
1783,"Intensive care medicine","Intensive Care Med"
1784,"La Medicina del lavoro","Med Lav"
1785,"Modern problems in paediatrics","Mod Probl Paediatr"
1786,"Monographien aus dem Gesamtgebiete der Psychiatrie","Monogr Gesamtgeb Psychiatr Psychiatry Ser"
1787,"Psychiatrie, Neurologie und medizinische Psychologie. Beihefte","Psychiatr Neurol Med Psychol Beih"
1788,"Psychiatria clinica","Psychiatr Clin (Basel)"
1789,"The West Indian medical journal","West Indian Med J"
1790,"Acta Universitatis Carolinae. Medica","Acta Univ Carol Med (Praha)"
1791,"Angewandte Parasitologie","Angew Parasitol"
1792,"Clinics in obstetrics and gynaecology","Clin Obstet Gynaecol"
1793,"Current developments in psychopharmacology","Curr Dev Psychopharmacol"
1794,"Human heredity","Hum Hered"
1795,"International journal of zoonoses","Int J Zoonoses"
1796,"Journal of dental education","J Dent Educ"
1797,"The Journal of the Oklahoma State Medical Association","J Okla State Med Assoc"
1798,"Perspectives in psychiatric care","Perspect Psychiatr Care"
1799,"Revista brasileira de odontologia","Rev Bras Odontol"
1800,"Revista da Faculdade de Odontologia da Universidade de Sao Paulo","Rev Fac Odontol Sao Paulo"
1801,"Rhode Island medical journal","R I Med J"
1802,"Social science & medicine","Soc Sci Med"
1803,"Sabouraudia","Sabouraudia"
1804,"Stomatologie der DDR","Stomatol DDR"
1805,"Tumori","Tumori"
1806,"La Tunisie medicale","Tunis Med"
1807,"Uirusu","Uirusu"
1808,"Verhandlungen der Deutschen Gesellschaft fur Pathologie","Verh Dtsch Ges Pathol"
1809,"Annales de droit international medical","Ann Droit Int Med"
